Locality
Abbeville, Alabama
Lamar, Colorado
Larkspur, Colorado
Las Animas, Colorado
Bent County, Colorado
LaSalle, Colorado
Leadville, Colorado
Lake County, Colorado
Limon, Colorado
Littleton, Colorado
Lochbuie, Colorado
Log Lane Village, Colorado
Lone Tree, Colorado
Longmont, Colorado
Louisville, Colorado
Loveland, Colorado
Lyons, Colorado
Manassa, Colorado
Mancos, Colorado
Manitou Springs, Colorado
Manzanola, Colorado
Marble, Colorado
Mead, Colorado
Meeker, Colorado
Rio Blanco County, Colorado
Merino, Colorado
Milliken, Colorado
Minturn, Colorado
Moffat, Colorado
Monte Vista, Colorado
Montezuma, Colorado
Montrose, Colorado
Montrose County, Colorado
Monument, Colorado
Morrison, Colorado
Mount Crested Butte, Colorado
Mountain View, Colorado
Mountain Village, Colorado
San Miguel County, Colorado
Naturita, Colorado
Nederland, Colorado
New Castle, Colorado
Northglenn, Colorado
Norwood, Colorado
Nucla, Colorado
Nunn, Colorado
Oak Creek, Colorado
Olathe, Colorado
Olney Springs, Colorado
Ophir, Colorado
Orchard City, Colorado
Ordway, Colorado
Otis, Colorado
Ouray, Colorado
Ouray County, Colorado
Ovid, Colorado
Pagosa Springs, Colorado
Archuleta County, Colorado
Palisade, Colorado
Palmer Lake, Colorado
Paoli, Colorado
Paonia, Colorado
Parachute, Colorado
Parker, Colorado
Peetz, Colorado
Pierce, Colorado
Pitkin, Colorado
Platteville, Colorado
Poncha Springs, Colorado
Pritchett, Colorado
Pueblo, Colorado
Ramah, Colorado
Rangely, Colorado
Raymer, Colorado
Red Cliff, Colorado
Rico, Colorado
Ridgway, Colorado
Rifle, Colorado
Rockvale, Colorado
Rocky Ford, Colorado
Romeo, Colorado
Rye, Colorado
Saguache, Colorado
Salida, Colorado
San Luis, Colorado
Sanford, Colorado
Sawpit, Colorado
Sedgwick, Colorado
Seibert, Colorado
Severance, Colorado
Sheridan, Colorado
Sheridan Lake, Colorado
Silt, Colorado
Silver Cliff, Colorado
Custer County, Colorado
Silver Plume, Colorado
Silverthorne, Colorado
Silverton, Colorado
San Juan County, Colorado
Simla, Colorado
Snowmass Village, Colorado
South Fork, Colorado
Springfield, Colorado
Starkville, Colorado
Steamboat Springs, Colorado
Sterling, Colorado
Stratton, Colorado
Sugar City, Colorado
Superior, Colorado
Swink, Colorado
Telluride, Colorado
Thornton, Colorado
Timnath, Colorado
Trinidad, Colorado
Two Buttes, Colorado
Vail, Colorado
Victor, Colorado
Vilas, Colorado
Vona, Colorado
Walden, Colorado
Jackson County, Colorado
Walsenburg, Colorado
Walsh, Colorado
Ward, Colorado
Wellington, Colorado
Westcliffe, Colorado
Westminster, Colorado
Wheat Ridge, Colorado
Wiggins, Colorado
Wiley, Colorado
Williamsburg, Colorado
Windsor, Colorado
Winter Park, Colorado
Woodland Park, Colorado
Wray, Colorado
Yampa, Colorado
Yuma, Colorado
Central Colorado
Ansonia, Connecticut
New Haven County, Connecticut
Bridgeport, Connecticut
Fairfield County, Connecticut
Bristol, Connecticut
Hartford County, Connecticut
Danbury, Connecticut
Derby, Connecticut
Groton (city), Connecticut
New London County, Connecticut
Hartford, Connecticut
Meriden, Connecticut
Middletown, Connecticut
Middlesex County, Connecticut
Milford, Connecticut
New Britain, Connecticut
New Haven, Connecticut
New London, Connecticut
Norwalk, Connecticut
Norwich, Connecticut
Shelton, Connecticut
Stamford, Connecticut
Torrington, Connecticut
Litchfield County, Connecticut
Waterbury, Connecticut
West Haven, Connecticut
Winsted, Connecticut
South Norwalk
Rockville (Vernon)
Vernon, Connecticut
Willimantic, Connecticut
Census-designated place
Putnam District, Connecticut
Connecticut panhandle
Andover, Connecticut
Borough (Connecticut)
Town meeting
Tolland County, Connecticut
Greater Hartford
Mayor-council
Naugatuck River Valley
Ashford, Connecticut
Windham County, Connecticut
Avon, Connecticut
Council-manager
Barkhamsted, Connecticut
Litchfield Hills
Beacon Falls, Connecticut
Berlin, Connecticut
Bethany, Connecticut
Greater New Haven
Bethel, Connecticut
Greater Danbury
Bethlehem, Connecticut
Bloomfield, Connecticut
Bolton, Connecticut
Bozrah, Connecticut
Southeastern Connecticut
Branford, Connecticut
Representative town meeting
Greater Bridgeport
Bridgewater, Connecticut
Brookfield, Connecticut
Brooklyn, Connecticut
Quiet Corner
Burlington, Connecticut
Canaan, Connecticut
Northwestern Connecticut
Canterbury, Connecticut
Canton, Connecticut
Chaplin, Connecticut
Cheshire, Connecticut
Chester, Connecticut
Connecticut River Estuary
Clinton, Connecticut
Colchester, Connecticut
Colebrook, Connecticut
Columbia, Connecticut
Cornwall, Connecticut
Coventry, Connecticut
Cromwell, Connecticut
Darien, Connecticut
Gold Coast (Connecticut)
Deep River, Connecticut
Durham, Connecticut
East Granby, Connecticut
East Haddam, Connecticut
East Hampton, Connecticut
East Hartford, Connecticut
Podunk people
East Haven, Connecticut
East Lyme, Connecticut
East Windsor, Connecticut
Eastford, Connecticut
Easton, Connecticut
Ellington, Connecticut
Enfield, Connecticut
Essex, Connecticut
Fairfield, Connecticut
Farmington, Connecticut
Franklin, Connecticut
Glastonbury, Connecticut
Goshen, Connecticut
Granby, Connecticut
Greenwich, Connecticut
Griswold, Connecticut
Groton, Connecticut
Guilford, Connecticut
Haddam, Connecticut
Hamden, Connecticut
Hampton, Connecticut
Hartland, Connecticut
Harwinton, Connecticut
Hebron, Connecticut
Kent, Connecticut
Killingly, Connecticut
Killingworth, Connecticut
Lebanon, Connecticut
Ledyard, Connecticut
Lisbon, Connecticut
Litchfield, Connecticut
Lyme, Connecticut
Madison, Connecticut
Manchester, Connecticut
Mansfield, Connecticut
Marlborough, Connecticut
Middlebury, Connecticut
Middlefield, Connecticut
Monroe, Connecticut
Montville, Connecticut
Morris, Connecticut
Naugatuck, Connecticut
New Canaan, Connecticut
New Fairfield, Connecticut
New Hartford, Connecticut
New Milford, Connecticut
Newington, Connecticut
Newtown, Connecticut
Norfolk, Connecticut
North Branford, Connecticut
North Canaan, Connecticut
North Haven, Connecticut
North Stonington, Connecticut
Old Lyme, Connecticut
Old Saybrook, Connecticut
Orange, Connecticut
Oxford, Connecticut
Plainfield, Connecticut
Plainville, Connecticut
Plymouth, Connecticut
Pomfret, Connecticut
Portland, Connecticut
Preston, Connecticut
Prospect, Connecticut
Putnam, Connecticut
Redding, Connecticut
Ridgefield, Connecticut
Rocky Hill, Connecticut
Roxbury, Connecticut
Salem, Connecticut
Salisbury, Connecticut
Scotland, Connecticut
Seymour, Connecticut
Sharon, Connecticut
Sherman, Connecticut
Simsbury, Connecticut
Somers, Connecticut
South Windsor, Connecticut
Southbury, Connecticut
Southington, Connecticut
Sprague, Connecticut
Stafford, Connecticut
Sterling, Connecticut
Stonington, Connecticut
Stratford, Connecticut
Suffield, Connecticut
Thomaston, Connecticut
Thompson, Connecticut
Tolland, Connecticut
Trumbull, Connecticut
Union, Connecticut
Voluntown, Connecticut
Wallingford, Connecticut
Warren, Connecticut
Washington, Connecticut
Waterford, Connecticut
Watertown, Connecticut
West Hartford, Connecticut
Westbrook, Connecticut
Weston, Connecticut
Westport, Connecticut
Wethersfield, Connecticut
Willington, Connecticut
Wilton, Connecticut
Winchester, Connecticut
Windham, Connecticut
Windsor, Connecticut
Windsor Locks, Connecticut
Wolcott, Connecticut
Woodbridge, Connecticut
Woodbury, Connecticut
Woodstock, Connecticut
Wilmington, Delaware
City
New Castle County, Delaware
Wilmington Hundred
Thomas Willing
Dover, Delaware
Kent County, Delaware
East Dover Hundred
Dover
Newark, Delaware
White Clay Hundred
Newark-on-Trent
Middletown, Delaware
Town
St. George's Hundred (Delaware)
Bunker Hill, Maryland (page does not exist)
Smyrna, Delaware
Duck Creek Hundred
Smyrna
Milford, Delaware
Milford Hundred
Seaford, Delaware
Sussex County, Delaware
Seaford Hundred
Seaford, East Sussex
Georgetown, Delaware
Georgetown Hundred
Elsmere, Delaware
Christiana Hundred
New Castle, Delaware
New Castle Hundred
Millsboro, Delaware
Dagsboro Hundred
Laurel, Delaware
Little Creek Hundred, Sussex County
Lauraceae
Harrington, Delaware
Mispillion Hundred
Camden, Delaware
North Murderkill Hundred
Clayton, Delaware
Thomas Clayton
Lewes, Delaware
Lewes & Rehoboth Hundred
Lewes
Milton, Delaware
Broadkill Hundred
John Milton
Selbyville, Delaware
Baltimore Hundred
Bridgeville, Delaware
Northwest Fork Hundred
Townsend, Delaware
Appoquinimink Hundred
Ocean View, Delaware
Delaware City, Delaware
Red Lion Hundred
Delmar, Delaware
Cheswold, Delaware
Kenton Hundred
Rehoboth Beach, Delaware
Rehoboth (Bible)
Wyoming, Delaware
Wyoming Valley
Felton, Delaware
South Murderkill Hundred
Blades, Delaware
Broad Creek Hundred
Bellefonte, Delaware
Brandywine Hundred
Bethany Beach, Delaware
Bethany (Biblical village)
Newport, Delaware
Greenwood, Delaware
Frankford, Delaware
Dagsboro, Delaware
John Dagworthy
Frederica, Delaware
Millville, Delaware
South Bethany, Delaware
Arden, Delaware
Village
Ellendale, Delaware
Cedar Creek Hundred
Fenwick Island, Delaware
Houston, Delaware
John W. Houston
Odessa, Delaware
Odessa
Dewey Beach, Delaware
Bowers, Delaware
Ardentown, Delaware
Kenton, Delaware
Ardencroft, Delaware
Magnolia, Delaware
Pierre Magnol
Little Creek, Delaware
Little Creek Hundred, Kent County
Slaughter Beach, Delaware
Leipsic, Delaware
Leipzig
Woodside, Delaware
Bethel, Delaware
Bethel
Viola, Delaware
Henlopen Acres, Delaware
Farmington, Delaware
Hartly, Delaware
West Dover Hundred
Alachua, Florida
Alachua County, Florida
Alford, Florida
Jackson County, Florida
Altamonte Springs, Florida
Seminole County, Florida
Altha, Florida
Calhoun County, Florida
Anna Maria, Florida
Manatee County, Florida
Apalachicola, Florida
Franklin County, Florida
Apopka, Florida
Orange County, Florida
Arcadia, Florida
DeSoto County, Florida
Archer, Florida
Astatula, Florida
Lake County, Florida
Atlantic Beach, Florida
Duval County, Florida
Atlantis, Florida
Palm Beach County, Florida
Auburndale, Florida
Polk County, Florida
Aventura, Florida
Miami-Dade County, Florida
Avon Park, Florida
Highlands County, Florida
Bal Harbour, Florida
Baldwin, Florida
Bartow, Florida
Bascom, Florida
Bay Harbor Islands, Florida
Bay Lake, Florida
Bell, Florida
Gilchrist County, Florida
Belle Glade, Florida
Belle Isle, Florida
Belleair, Florida
Pinellas County, Florida
Belleair Beach, Florida
Belleair Bluffs, Florida
Belleair Shore, Florida
Belleview, Florida
Marion County, Florida
Beverly Beach, Florida
Flagler County, Florida
Biscayne Park, Florida
Blountstown, Florida
Boca Raton, Florida
Bonifay, Florida
Holmes County, Florida
Bonita Springs, Florida
Lee County, Florida
Bowling Green, Florida
Hardee County, Florida
Boynton Beach, Florida
Bradenton, Florida
Bradenton Beach, Florida
Branford, Florida
Suwannee County, Florida
Briny Breezes, Florida
Bristol, Florida
Liberty County, Florida
Bronson, Florida
Levy County, Florida
Brooker, Florida
Bradford County, Florida
Brooksville, Florida
Hernando County, Florida
Bunnell, Florida
Bushnell, Florida
Sumter County, Florida
Callahan, Florida
Nassau County, Florida
Callaway, Florida
Bay County, Florida
Campbellton, Florida
Cape Canaveral, Florida
Brevard County, Florida
Cape Coral, Florida
Carrabelle, Florida
Caryville, Florida
Washington County, Florida
Casselberry, Florida
Cedar Key, Florida
Center Hill, Florida
Century, Florida
Escambia County, Florida
Chattahoochee, Florida
Gadsden County, Florida
Chiefland, Florida
Chipley, Florida
Cinco Bayou, Florida
Okaloosa County, Florida
Clearwater, Florida
Clermont, Florida
Clewiston, Florida
Hendry County, Florida
Cloud Lake, Florida
Cocoa, Florida
Cocoa Beach, Florida
Coconut Creek, Florida
Broward County, Florida
Coleman, Florida
Cooper City, Florida
Coral Gables, Florida
Coral Springs, Florida
Cottondale, Florida
Crescent City, Florida
Putnam County, Florida
Crestview, Florida
Cross City, Florida
Dixie County, Florida
Crystal River, Florida
Citrus County, Florida
Cutler Bay, Florida
Dade City, Florida
Pasco County, Florida
Dania Beach, Florida
Davenport, Florida
Davie, Florida
Daytona Beach, Florida
Volusia County, Florida
Daytona Beach Shores, Florida
DeBary, Florida
Deerfield Beach, Florida
DeFuniak Springs, Florida
Walton County, Florida
Deland, Florida
Delray Beach, Florida
Deltona, Florida
Destin, Florida
Doral, Florida
Dundee, Florida
Dunedin, Florida
Dunnellon, Florida
Eagle Lake, Florida
Eatonville, Florida
Ebro, Florida
Edgewater, Volusia County, Florida
Edgewood, Florida
El Portal, Florida
Esto, Florida
Eustis, Florida
Everglades City, Florida
Collier County, Florida
Fanning Springs, Florida
Fellsmere, Florida
Indian River County, Florida
Fernandina Beach, Florida
Flagler Beach, Florida
Florida City, Florida
Fort Lauderdale, Florida
Fort Meade, Florida
Fort Myers, Florida
Fort Myers Beach, Florida
Fort Pierce, Florida
St. Lucie County, Florida
Fort Walton Beach, Florida
Fort White, Florida
Columbia County, Florida
Freeport, Florida
Frostproof, Florida
Fruitland Park, Florida
Gainesville, Florida
Glen Ridge, Florida
Glen St. Mary, Florida
Baker County, Florida
Golden Beach, Florida
Golf, Florida
Graceville, Florida
Grand Ridge, Florida
Grant-Valkaria, Florida
Green Cove Springs, Florida
Clay County, Florida
Greenacres, Florida
Greensboro, Florida
Greenville, Florida
Madison County, Florida
Greenwood, Florida
Gretna, Florida
Groveland, Florida
Gulf Breeze, Florida
Santa Rosa County, Florida
Gulf Stream, Florida
Gulfport, Florida
Haines City, Florida
Hallandale Beach, Florida
Hampton, Florida
Hastings, Florida
St. Johns County, Florida
Havana, Florida
Haverhill, Florida
Hawthorne, Florida
Hialeah, Florida
Hialeah Gardens, Florida
High Springs, Florida
Highland Beach, Florida
Highland Park, Florida
Hillcrest Heights, Florida
Hilliard, Florida
Hillsboro Beach, Florida
Holly Hill, Florida
Hollywood, Florida
Holmes Beach, Florida
Homestead, Florida
Horseshoe Beach, Florida
Howey-in-the-Hills, Florida
Hypoluxo, Florida
Indialantic, Florida
Indian Creek, Florida
Indian Harbour Beach, Florida
Indian River Shores, Florida
Indian Rocks Beach, Florida
Indian Shores, Florida
Inglis, Florida
Interlachen, Florida
Inverness, Florida
Islamorada, Florida
Monroe County, Florida
Jacksonville, Florida
Jacksonville Beach, Florida
Jacob City, Florida
Jasper, Florida
Hamilton County, Florida
Jay, Florida
Jennings, Florida
Juno Beach, Florida
Jupiter, Florida
Jupiter Inlet Colony, Florida
Jupiter Island, Florida
Martin County, Florida
Kenneth City, Florida
Key Biscayne, Florida
Key Colony Beach, Florida
Key West, Florida
Keystone Heights, Florida
Kissimmee, Florida
Osceola County, Florida
LaBelle, Florida
LaCrosse, Florida
Lady Lake, Florida
Lake Alfred, Florida
Lake Buena Vista, Florida
Lake Butler, Union County, Florida
Union County, Florida
Lake City, Florida
Lake Clarke Shores, Florida
Lake Hamilton, Florida
Lake Helen, Florida
Lake Mary, Florida
Lake Park, Florida
Lake Placid, Florida
Lake Wales, Florida
Lake Worth, Florida
Lakeland, Florida
Lantana, Florida
Largo, Florida
Lauderdale Lakes, Florida
Lauderdale-by-the-Sea, Florida
Lauderhill, Florida
Laurel Hill, Florida
Lawtey, Florida
Layton, Florida
Lazy Lake, Florida
Lee, Florida
Leesburg, Florida
Lighthouse Point, Florida
Live Oak, Florida
Longboat Key, Florida
Longwood, Florida
Loxahatchee Groves, Florida
Lynn Haven, Florida
Macclenny, Florida
Madeira Beach, Florida
Madison, Florida
Maitland, Florida
Malabar, Florida
Malone, Florida
Manalapan, Florida
Mangonia Park, Florida
Marathon, Florida
Marco Island, Florida
Margate, Florida
Marianna, Florida
Marineland, Florida
Mary Esther, Florida
Mascotte, Florida
Mayo, Florida
Lafayette County, Florida
McIntosh, Florida
Medley, Florida
Melbourne, Florida
Melbourne Beach, Florida
Melbourne Village, Florida
Mexico Beach, Florida
Miami
Miami Beach, Florida
Miami Gardens, Florida
Miami Lakes, Florida
Miami Shores, Florida
Miami Springs, Florida
Micanopy, Florida
Midway, Gadsden County, Florida
Milton, Florida
Minneola, Florida
Miramar, Florida
Monticello, Florida
Jefferson County, Florida
Montverde, Florida
Moore Haven, Florida
Glades County, Florida
Mount Dora, Florida
Mulberry, Florida
Naples, Florida
Neptune Beach, Florida
New Port Richey, Florida
New Smyrna Beach, Florida
Newberry, Florida
Niceville, Florida
Noma, Florida
North Bay Village, Florida
North Lauderdale, Florida
North Miami, Florida
North Miami Beach, Florida
North Palm Beach, Florida
North Port, Florida
Sarasota County, Florida
North Redington Beach, Florida
Oak Hill, Florida
Oakland, Florida
Oakland Park, Florida
Ocala, Florida
Ocean Breeze, Florida
Ocean Ridge, Florida
Ocoee, Florida
Okeechobee, Florida
Okeechobee County, Florida
Oldsmar, Florida
Opa-locka, Florida
Orange City, Florida
Orange Park, Florida
Orchid, Florida
Orlando, Florida
Ormond Beach, Florida
Otter Creek, Florida
Oviedo, Florida
Pahokee, Florida
Palatka, Florida
Palm Bay, Florida
Palm Beach, Florida
Palm Beach Gardens, Florida
Palm Beach Shores, Florida
Palm Coast, Florida
Palm Shores, Florida
Palm Springs, Florida
Palmetto, Florida
Palmetto Bay, Florida
Panama City, Florida
Panama City Beach, Florida
Parker, Florida
Parkland, Florida
Paxton, Florida
Pembroke Park, Florida
Pembroke Pines, Florida
Penney Farms, Florida
Pensacola, Florida
Perry, Florida
Taylor County, Florida
Pierson, Florida
Pinecrest, Florida
Pinellas Park, Florida
Plant City, Florida
Hillsborough County, Florida
Plantation, Florida
Polk City, Florida
Pomona Park, Florida
Pompano Beach, Florida
Ponce de Leon, Florida
Ponce Inlet, Florida
Port Orange, Florida
Port Richey, Florida
Port St. Joe, Florida
Gulf County, Florida
Port St. Lucie, Florida
Punta Gorda, Florida
Charlotte County, Florida
Quincy, Florida
Raiford, Florida
Reddick, Florida
Redington Beach, Florida
